'device_type','device_id','aircraft_model','registration','cn','tracked','identified','device_idtype'
'F','110207','Paraglider','DMZZN','007','Y','Y','INTERNAL'
'F','11020D','Paraglider','Tupath','','Y','Y','INTERNAL'
'F','11020F','Paraglider','11020F','','Y','Y','INTERNAL'
'F','110213','HangGlider','JuerRue','JUR','Y','Y','INTERNAL'
'N','110230','Paraglider','8454','BKO','Y','Y','INTERNAL'
'F','110238','Paraglider','R-407','','Y','N','INTERNAL'
'N','110244','HangGlider','MaWe','MaW','Y','Y','INTERNAL'
'F','110248','Paraglider','KLMA','','Y','Y','INTERNAL'
'F','110251','Paraglider','Tomgarl','TM','Y','Y','INTERNAL'
'F','110255','Paraglider','PeterS','PSi','Y','Y','INTERNAL'
'F','110257','Paraglider','PeterM','PMI','Y','Y','INTERNAL'
'F','110258','Paraglider','KBW','','Y','Y','INTERNAL'
'F','11025A','Paraglider','R-414','','Y','N','INTERNAL'
'O','11025C','Paraglider','JAppel','CYA','Y','N','INTERNAL'
'F','110265','Paraglider','26949','Alf','Y','Y','INTERNAL'
'F','110268','Paraglider','Martin','M.D','Y','Y','INTERNAL'
'F','110269','Paraglider','Mattias','MR1','Y','Y','INTERNAL'
'N','11026D','Paraglider','JERG','','Y','Y','INTERNAL'
'F','110278','Paraglider','fiaskog','Kai','Y','Y','INTERNAL'
'N','110280','Paraglider','Heinz','Erb','Y','Y','INTERNAL'
'F','110281','HangGlider','SHV9730','','Y','Y','INTERNAL'
'N','110282','Paraglider','CH38848','Adi','Y','Y','INTERNAL'
'N','110284','Paraglider','48651','Urs','Y','Y','INTERNAL'
'F','110297','Paraglider','1234','','Y','Y','INTERNAL'
'F','110298','Cirrus Std','XQN','C13','Y','Y','INTERNAL'
'F','110299','Paraglider','Utz','URW','Y','Y','INTERNAL'
'N','1102A5','Paraglider','FO','A5','Y','Y','INTERNAL'
'F','1102A6','Paraglider','tvo','tvo','Y','Y','INTERNAL'
'N','1102A7','Paraglider','NGunkel','NGU','Y','Y','INTERNAL'
'F','1102AE','Paraglider','TimBek','TMB','Y','Y','INTERNAL'
'F','1102AF','Paraglider','Alex','ARE','Y','Y','INTERNAL'
'F','1102B8','Paraglider','50165','','Y','Y','INTERNAL'
'F','1102BD','Paraglider','paralex','','Y','Y','INTERNAL'
'N','1102C1','Paraglider','T.Elste','ToE','Y','Y','INTERNAL'
'F','1102C9','Paraglider','R-436','','Y','Y','INTERNAL'
'O','1102DB','Paraglider','WDP','','Y','Y','INTERNAL'
'F','1102DD','Paraglider','OMP590','','Y','Y','INTERNAL'
'F','1102E5','Paraglider','RonnyS','309','Y','Y','INTERNAL'
'F','1102E7','Paraglider','R-440','','Y','Y','INTERNAL'
'N','1102F0','Paraglider','Mi.Mo','MMO','Y','Y','INTERNAL'
'N','1102F1','Paraglider','Thomas','TRO','Y','Y','INTERNAL'
'N','1102F3','Paraglider','Juergen','JGO','Y','Y','INTERNAL'
'F','1102F7','Paraglider','D-NCDP','','Y','Y','INTERNAL'
'N','1102FB','Paraglider','Nom','Nom','Y','Y','INTERNAL'
'F','110308','Paraglider','NOREG-','JuV','Y','Y','INTERNAL'
'N','110315','Paraglider','FuFritz','488','Y','Y','INTERNAL'
'F','110318','Paraglider','JensR','JR','Y','Y','INTERNAL'
'F','11031B','Paraglider','D-NCOE','380','Y','Y','INTERNAL'
'F','110330','Paraglider','DNSLA','SLA','Y','Y','INTERNAL'
'F','110331','Paraglider','Joggi','','Y','Y','INTERNAL'
'F','110338','Paraglider','DG0606','PCS','Y','Y','INTERNAL'
'F','110339','Paraglider','ChDaus','CDA','Y','Y','INTERNAL'
'F','11033A','Paraglider','H5Maikl','H5M','Y','Y','INTERNAL'
'F','11033D','Paraglider','R-455','','Y','Y','INTERNAL'
'F','110345','HangGlider','Ralf','RTB','Y','Y','INTERNAL'
'N','110347','Paraglider','MRU','MRU','Y','Y','INTERNAL'
'F','110348','Paraglider','PeFr','PeF','Y','Y','INTERNAL'
'F','110349','Paraglider','58402','','Y','Y','INTERNAL'
'F','11034D','Paraglider','Gerhard','GB','Y','Y','INTERNAL'
'N','110352','Paraglider','Clele','CB','Y','Y','INTERNAL'
'F','110353','Paraglider','CH45116','IrB','Y','Y','INTERNAL'
'F','11037F','Paraglider','R-463','','Y','Y','INTERNAL'
'F','110384','Paraglider','R-464','','Y','Y','INTERNAL'
'F','110387','Paraglider','R-465','','Y','Y','INTERNAL'
'F','110388','Paraglider','R-466','','Y','Y','INTERNAL'
'F','11038A','Paraglider','R-467','','Y','Y','INTERNAL'
'N','110393','Paraglider','R-468','393','Y','Y','INTERNAL'
'N','110397','HangGlider','xmikex','xa3','Y','Y','INTERNAL'
'F','1103B5','Paraglider','Thomas','','Y','Y','INTERNAL'
'F','1103B6','Parrot Bebop','1103B6','','Y','Y','INTERNAL'
'F','1103BC','Paraglider','TM','TOM','Y','Y','INTERNAL'
'F','1103C2','Paraglider','R-473','','Y','Y','INTERNAL'
'N','1103C6','HangGlider','5185','','Y','Y','INTERNAL'
'F','1103CC','Paraglider','LimaVic','LV','Y','Y','INTERNAL'
'F','1103CE','Paraglider','Cumeo','','Y','Y','INTERNAL'
'N','1103D2','HangGlider','R-477','rbe','Y','Y','INTERNAL'
'F','1103D5','HangGlider','shv7777','WiG','Y','Y','INTERNAL'
'F','1103D6','HangGlider','D-MDWM','','Y','Y','INTERNAL'
'N','1103D9','Paraglider','ECKI','','Y','Y','INTERNAL'
'F','1103DE','Paraglider','Gunther','GHa','Y','Y','INTERNAL'
'F','1103E2','Paraglider','Epsilon','OlH','Y','Y','INTERNAL'
'F','1103E5','Paraglider','32790','RiB','Y','Y','INTERNAL'
'F','1103F0','Paraglider','TLI','tli','Y','Y','INTERNAL'
'N','1103FA','Paraglider','brichi6','rht','Y','Y','INTERNAL'
'O','110406','Paraglider','110406','','Y','Y','INTERNAL'
'F','11040B','Paraglider','Carsten','CHo','Y','Y','INTERNAL'
'F','11043C','Paraglider','Stefan','','Y','Y','INTERNAL'
'F','110461','Paraglider','DMVWW','','Y','Y','INTERNAL'
'F','110464','Paraglider','KLAU','','Y','Y','INTERNAL'
'F','11046D','Paraglider','Lewi','','Y','Y','INTERNAL'
'F','11046E','Paraglider','R-492','','Y','Y','INTERNAL'
'N','11047F','Paraglider','JoHigh','JH','Y','N','INTERNAL'
'F','110482','Paraglider','Niklas','lem','Y','Y','INTERNAL'
'F','110483','Paraglider','RobinM','ROB','Y','Y','INTERNAL'
'F','110485','Paraglider','Karsten','','Y','Y','INTERNAL'
'F','110487','Paraglider','Engler','CHE','Y','Y','INTERNAL'
'F','1104A3','Paraglider','R-498','','Y','Y','INTERNAL'
'F','1104A8','Paraglider','R-499','','Y','N','INTERNAL'
'N','1104BD','Paraglider','CH54691','RoC','Y','Y','INTERNAL'
'N','1104BE','Paraglider','R-501','svs','Y','N','INTERNAL'
'F','1104C7','HangGlider','R-502','PD','Y','Y','INTERNAL'
'F','1104D3','Paraglider','RafflM','RAM','Y','Y','INTERNAL'
'N','110503','Paraglider','AdiHun','024','Y','Y','INTERNAL'
'F','110509','Paraglider','54158','ANC','Y','Y','INTERNAL'
'F','110511','Paraglider','Michael','MPR','Y','Y','INTERNAL'
'F','110512','Paraglider','Alamon','ALE','Y','Y','INTERNAL'
'F','110513','Paraglider','UDO','','Y','Y','INTERNAL'
'F','110519','Paraglider','R-509','ASK','Y','Y','INTERNAL'
'F','11051D','Paraglider','51583','','Y','Y','INTERNAL'
'N','11051E','Paraglider','2836','','Y','Y','INTERNAL'
'F','110520','Paraglider','znq','','Y','Y','INTERNAL'
'N','110523','HangGlider','Barbara','','Y','Y','INTERNAL'
'F','110527','Paraglider','DKO55','DKO','Y','N','INTERNAL'
'F','110528','Paraglider','Michael','MB','Y','Y','INTERNAL'
'N','110529','Paraglider','CH56330','','Y','Y','INTERNAL'
'F','110534','Paraglider','HBoetes','VEG','Y','Y','INTERNAL'
'F','110536','Paraglider','Michel','MB','Y','Y','INTERNAL'
'F','110539','Paraglider','ThiloG','ThG','Y','Y','INTERNAL'
'N','11053D','Paraglider','NeyerMa','Nem','Y','Y','INTERNAL'
'N','11054B','Paraglider','57411','Phi','Y','Y','INTERNAL'
'N','11054C','Paraglider','CH32819','Pde','Y','Y','INTERNAL'
'F','110551','Paraglider','R-523','Mad','Y','N','INTERNAL'
'F','110556','Paraglider','Doerges','CDO','Y','Y','INTERNAL'
'F','11055F','Paraglider','SIGITAS','FAI','Y','Y','INTERNAL'
'F','110575','Paraglider','Langer','RL','Y','Y','INTERNAL'
'N','110579','Paraglider','TOMOTTI','','Y','Y','INTERNAL'
'N','110584','Paraglider','Sebi','66','Y','Y','INTERNAL'
'N','110588','Paraglider','10093','fur','Y','Y','INTERNAL'
'F','110591','HangGlider','56758','KRF','Y','Y','INTERNAL'
'F','110594','Paraglider','DETE','','Y','Y','INTERNAL'
'N','1105A0','Paraglider','Florian','','Y','Y','INTERNAL'
'F','1105B0','HangGlider','sebbfly','seb','Y','Y','INTERNAL'
'N','1105C8','Paraglider','HB54350','','Y','Y','INTERNAL'
'F','1105D4','Paraglider','31479','swd','Y','Y','INTERNAL'
'F','1105E2','Paraglider','R-536','','Y','Y','INTERNAL'
'N','1105F8','Paraglider','JanPiu','PIJ','Y','Y','INTERNAL'
'F','1105F9','Paraglider','SiB','SiB','Y','Y','INTERNAL'
'F','1105FA','Paraglider','PaulG','','Y','Y','INTERNAL'
'F','1105FB','Paraglider','Hannes','joe','Y','Y','INTERNAL'
'N','1105FC','Paraglider','AnR','AnR','Y','Y','INTERNAL'
'F','1105FE','Paraglider','Mario','MH','Y','Y','INTERNAL'
'F','1105FF','Paraglider','GTStefa','GTS','Y','Y','INTERNAL'
'F','110607','Paraglider','R-544','PEZ','Y','Y','INTERNAL'
'F','110611','Paraglider','MichiP','MP','Y','Y','INTERNAL'
'O','110618','Paraglider','Bladti','123','Y','Y','INTERNAL'
'N','11061D','HangGlider','HoHuene','HoH','Y','Y','INTERNAL'
'F','110626','Paraglider','R-548','HT','Y','Y','INTERNAL'
'N','11062E','Paraglider','R-549','','Y','Y','INTERNAL'
'F','110634','Paraglider','R-550','','Y','Y','INTERNAL'
'F','11063F','HangGlider','R-551','','Y','Y','INTERNAL'
'N','110642','Cirrus Std','OK-6557','MF','Y','Y','INTERNAL'
'N','110650','Paraglider','Tobi','TB','Y','Y','INTERNAL'
'F','110653','Paraglider','59239','','Y','Y','INTERNAL'
'F','110656','Paraglider','R-555','','Y','N','INTERNAL'
'N','11065F','Paraglider','HansEl','HEL','Y','Y','INTERNAL'
'F','110661','HangGlider','Rainer','RTH','Y','Y','INTERNAL'
'F','110668','Paraglider','NajHo','JEH','Y','Y','INTERNAL'
'F','11066D','Paraglider','R-559','','Y','N','INTERNAL'
'N','110679','Paraglider','R-560','','Y','Y','INTERNAL'
'N','11067B','Paraglider','11067B','','Y','Y','INTERNAL'
'F','11067C','Paraglider','HaakanP','HP','Y','Y','INTERNAL'
'N','11069A','Paraglider','41389','24','Y','Y','INTERNAL'
'F','1106A0','Paraglider','41227','','Y','Y','INTERNAL'
'F','1106A2','Paraglider','B.H.W.','','Y','Y','INTERNAL'
'F','1106A5','Paraglider','Daniel','ZIO','Y','Y','INTERNAL'
'N','1106A6','Paraglider','Thomas','TL','Y','Y','INTERNAL'
'F','1106AB','Paraglider','DETI1','','Y','Y','INTERNAL'
'N','1106BD','Paraglider','FlyingR','RoG','Y','Y','INTERNAL'
'F','1106C2','Paraglider','51334','wip','Y','Y','INTERNAL'
'F','1106C6','Paraglider','R-571','','Y','Y','INTERNAL'
'F','1106D1','A380','RogerL','','Y','Y','INTERNAL'
'F','1106D5','Paraglider','Falkner','FW','Y','Y','INTERNAL'
'N','1106E5','Paraglider','ArturB','aba','Y','Y','INTERNAL'
'F','1106F2','Paraglider','WATCH','WA','Y','Y','INTERNAL'
'F','1106F8','Paraglider','TT','TT','Y','Y','INTERNAL'
'F','1106FD','Paraglider','Boom','','Y','Y','INTERNAL'
'F','1106FE','Paraglider','GeorgS','G_S','Y','Y','INTERNAL'
'F','110700','Paraglider','R-579','','Y','Y','INTERNAL'
'F','110701','Paraglider','R-580','SvH','Y','Y','INTERNAL'
'F','110702','Paraglider','MafrSt','','Y','Y','INTERNAL'
'F','110713','Mistral','41325','','Y','Y','INTERNAL'
'F','11071B','Paraglider','OLIVIU','OLI','Y','Y','INTERNAL'
'F','110722','Paraglider','Pascal','S.','Y','Y','INTERNAL'
'F','110729','Paraglider','ToRo1','TOM','Y','Y','INTERNAL'
'F','110732','Paraglider','D-NWOP','WOP','Y','Y','INTERNAL'
'F','110733','Baloon','HBQWP','','Y','Y','INTERNAL'
'N','110735','Paraglider','WernerZ','WeZ','Y','Y','INTERNAL'
'F','110739','Paraglider','oe6543','blm','Y','Y','INTERNAL'
'F','110748','Paraglider','OXA3','SW','Y','Y','INTERNAL'
'N','110749','Paraglider','Mentor','WIF','Y','Y','INTERNAL'
'F','110755','Paraglider','JoeT','JTR','Y','Y','INTERNAL'
'F','110769','Drone/UAV','SUI9965','','Y','Y','INTERNAL'
'F','110778','Paraglider','42104','ChB','Y','Y','INTERNAL'
'F','110779','PA-28','G-AXSZ','','Y','Y','INTERNAL'
'F','11077F','Paraglider','Tille','E3','Y','Y','INTERNAL'
'F','110785','Paraglider','OE-6674','674','Y','Y','INTERNAL'
'F','110786','Drone/UAV','0Z-1998','998','Y','Y','INTERNAL'
'F','110793','Paraglider','GVM','','Y','Y','INTERNAL'
'F','1107AE','Paraglider','Nico','Nic','Y','Y','INTERNAL'
'F','1107BA','Arcus S','R-601','','Y','Y','INTERNAL'
'F','1107CF','Paraglider','Richard','UlR','Y','Y','INTERNAL'
'F','1107D1','Motorglider','D-MIDL','','Y','Y','INTERNAL'
'F','1107D7','Paraglider','Lothar','LG','Y','Y','INTERNAL'
'F','1107D8','ASH-25 MI','HB2351','RC','Y','Y','INTERNAL'
'F','1107E1','Paraglider','109-1','','Y','Y','INTERNAL'
'N','1107E3','Paraglider','R-607','','Y','Y','INTERNAL'
'F','1107E4','Paraglider','Rainu','RFr','Y','Y','INTERNAL'
'F','1107EA','Paraglider','54643','MIC','Y','Y','INTERNAL'
'N','1107F2','Paraglider','YWA','YWA','Y','Y','INTERNAL'
'N','1107F3','Paraglider','Adler','ADL','Y','Y','INTERNAL'
'N','1107FB','Paraglider','Mathias','ML','Y','Y','INTERNAL'
'N','1107FC','Paraglider','R-613','','Y','Y','INTERNAL'
'F','11080A','Paraglider','HCW','HCW','Y','Y','INTERNAL'
'O','11080C','Paraglider','R-615','','Y','Y','INTERNAL'
'F','11080F','Paraglider','55223','','Y','N','INTERNAL'
'F','110810','Paraglider','tbov','','Y','Y','INTERNAL'
'F','11083A','Paraglider','RAFPG01','','Y','Y','INTERNAL'
'F','110845','Paraglider','Dietmar','DMM','Y','Y','INTERNAL'
'F','11084C','Paraglider','MeyN','Nik','Y','Y','INTERNAL'
'F','11084F','Paraglider','RAFPG02','','Y','Y','INTERNAL'
'N','110850','Paraglider','C42F','RKO','Y','Y','INTERNAL'
'F','110858','Paraglider','Michael','MKO','Y','Y','INTERNAL'
'F','110872','HangGlider','Shue','SH','Y','Y','INTERNAL'
'F','110883','Paraglider','harry.m','HaM','Y','Y','INTERNAL'
'F','11088D','Paraglider','R-626','Rom','Y','Y','INTERNAL'
'F','110894','Paraglider','Thrim','OLR','Y','Y','INTERNAL'
'F','1108AF','HangGlider','CHM','CHM','Y','Y','INTERNAL'
'F','1108B5','Paraglider','18714','','Y','Y','INTERNAL'
'F','1108B8','Paraglider','HeikeH','','Y','Y','INTERNAL'
'F','1108B9','Paraglider','1108B9','8B9','Y','Y','INTERNAL'
'F','1108BA','Paraglider','R-632','','Y','Y','INTERNAL'
'F','1108D0','Paraglider','Zille','','Y','Y','INTERNAL'
'F','1108D4','Paraglider','BeWi','BeW','Y','Y','INTERNAL'
'F','1108D9','Paraglider','ThomasR','TR','Y','Y','INTERNAL'
'F','1108DF','Paraglider','Mike','','Y','Y','INTERNAL'
'F','1108E4','Paraglider','HelgeF','HFi','Y','Y','INTERNAL'
'F','1108F2','Paraglider','Florian','FLO','Y','Y','INTERNAL'
'F','1108F6','Paraglider','H.L.','H.L','Y','Y','INTERNAL'
'N','1108FB','Paraglider','R-640','','Y','Y','INTERNAL'
'O','110901','HangGlider','D-MAUB','UBI','Y','Y','INTERNAL'
'F','110907','Paraglider','110907','','Y','Y','INTERNAL'
'F','110911','Paraglider','WS007','WS7','Y','Y','INTERNAL'
'N','110918','Paraglider','Max','AMK','Y','Y','INTERNAL'
'N','110930','Paraglider','Rubinho','','Y','Y','INTERNAL'
'F','11093B','Paraglider','Wini2','WIN','Y','Y','INTERNAL'
'F','11093C','Paraglider','Sonja','SLI','Y','Y','INTERNAL'
'F','110945','Paraglider','Stoebic','','Y','Y','INTERNAL'
'F','110949','Paraglider','Lars','LMX','Y','Y','INTERNAL'
'F','110957','Paraglider','Aviator','PAV','Y','Y','INTERNAL'
'N','11096B','Paraglider','54644','AT','Y','Y','INTERNAL'
'F','11099E','Paraglider','Reiner','RWi','Y','Y','INTERNAL'
'F','1109A5','Paraglider','ChUr','CU','Y','Y','INTERNAL'
'F','1109C1','Paraglider','Ritter','VRI','Y','Y','INTERNAL'
'F','1109C9','Paraglider','Thomas','TT','Y','Y','INTERNAL'
'F','1109CB','Paraglider','Tobi','TOW','Y','Y','INTERNAL'
'F','1109D5','Paraglider','D-MRPK','','Y','Y','INTERNAL'
'N','1109E5','Paraglider','BART','PTN','Y','Y','INTERNAL'
'N','1109FE','Paraglider','Andysie','','Y','Y','INTERNAL'
'F','110A04','Paraglider','ABR','','Y','Y','INTERNAL'
'N','110A23','Paraglider','54643','MIC','Y','Y','INTERNAL'
'F','110A30','Paraglider','NW','','Y','Y','INTERNAL'
'F','110A35','Paraglider','DO1CBX','CBX','Y','Y','INTERNAL'
'F','110A3B','Paraglider','Erika','EJe','Y','Y','INTERNAL'
'F','110A54','Paraglider','FFR007','FFR','Y','Y','INTERNAL'
'F','110A6F','Paraglider','Thoralf','TH','Y','Y','INTERNAL'
'F','110A76','Paraglider','Ruben','RuB','Y','Y','INTERNAL'
'F','110A83','Paraglider','R-668','','Y','Y','INTERNAL'
'F','110A86','Paraglider','Michael','EBI','Y','Y','INTERNAL'
'N','110A8C','Paraglider','Adrian','AKS','Y','Y','INTERNAL'
'F','110A9C','Paraglider','Nobaetz','NoB','Y','Y','INTERNAL'
'F','110AAC','Paraglider','KlausN','KN','Y','Y','INTERNAL'
'F','110AAD','Paraglider','Marcus','MK','Y','Y','INTERNAL'
'F','110AAF','Paraglider','Ralf','RAS','Y','Y','INTERNAL'
'F','110AB9','Paraglider','Ali','Ali','Y','Y','INTERNAL'
'N','110AC0','Paraglider','Fetzer','Fet','Y','Y','INTERNAL'
'F','110ACB','Paraglider','OliverD','OD','Y','Y','INTERNAL'
'N','110ACF','Paraglider','Kai','KaB','Y','Y','INTERNAL'
'F','110AD0','Paraglider','Peter','PJe','Y','Y','INTERNAL'
'F','110AE1','Paraglider','StefanK','SKU','Y','Y','INTERNAL'
'F','110AE4','Paraglider','109-2','','Y','Y','INTERNAL'
'N','110AF4','Paraglider','CHB','CHB','Y','Y','INTERNAL'
'F','110AF5','Paraglider','19249','Pes','Y','Y','INTERNAL'
'N','110AF8','Paraglider','Tobias','','Y','Y','INTERNAL'
'F','110AFB','Paraglider','30121','hrd','Y','Y','INTERNAL'
'F','110B0D','Paraglider','MaRe','','Y','Y','INTERNAL'
'F','110B19','Paraglider','ReAltma','ReA','Y','Y','INTERNAL'
'F','110B22','Paraglider','Dogger','Dog','Y','Y','INTERNAL'
'N','110B2E','Paraglider','JOW','JOW','Y','Y','INTERNAL'
'F','110B49','Paraglider','JRA','066','Y','Y','INTERNAL'
'F','110B4C','Paraglider','Izzet','IAL','Y','Y','INTERNAL'
'F','110B52','Paraglider','Andreas','AHI','Y','Y','INTERNAL'
'F','110B5C','Paraglider','Hitch','CHS','Y','Y','INTERNAL'
'N','110B5D','Paraglider','MLeiser','mle','Y','N','INTERNAL'
'F','110B61','Paraglider','Bernd','BS','Y','Y','INTERNAL'
'F','110B6E','Paraglider','Fnelli','','Y','Y','INTERNAL'
'F','110B73','HangGlider','SebWin','SeW','Y','Y','INTERNAL'
'F','110B74','Paraglider','Daniel','DPM','Y','Y','INTERNAL'
'F','110B79','Paraglider','DoRo','RVD','Y','Y','INTERNAL'
'F','110B7A','Paraglider','MatzeH','mho','Y','Y','INTERNAL'
'F','110B8B','Paraglider','Raul','RA','Y','N','INTERNAL'
'F','110B93','Paraglider','R-702','','Y','Y','INTERNAL'
'F','110B9D','Paraglider','MKrauss','MjK','Y','Y','INTERNAL'
'F','110BA8','Paraglider','Alex','ALF','Y','Y','INTERNAL'
'N','110BBE','HangGlider','RafaB','RBu','Y','Y','INTERNAL'
'F','110BC3','Paraglider','mb1','','Y','Y','INTERNAL'
'F','110BC8','Paraglider','LX2RH','RH','Y','Y','INTERNAL'
'F','110BD2','Paraglider','Jessi','JA','Y','Y','INTERNAL'
'F','110BEE','Paraglider','51812','','Y','Y','INTERNAL'
'F','110BFD','Paraglider','HM','HM','Y','Y','INTERNAL'
'F','110BFF','HangGlider','FranzO','FOB','Y','Y','INTERNAL'
'F','110C15','Paraglider','Guenter','gue','Y','Y','INTERNAL'
'N','110C1D','Paraglider','43942','PSC','Y','Y','INTERNAL'
'F','110C31','Paraglider','KaPo','KAP','Y','Y','INTERNAL'
'F','110C3C','Paraglider','hakanc','hkn','Y','Y','INTERNAL'
'F','110C3D','Paraglider','TomKrz','ToK','Y','Y','INTERNAL'
'N','110C3E','Paraglider','Stefan','SI','Y','Y','INTERNAL'
'F','110C42','Paraglider','D-NMEO','egf','Y','Y','INTERNAL'
'N','110C4A','Paraglider','wge','','Y','Y','INTERNAL'
'F','110C58','Paraglider','R-720','','Y','Y','INTERNAL'
'N','110C60','Paraglider','Sascha','SMK','Y','Y','INTERNAL'
'F','110C6C','Paraglider','BABS','BAS','Y','Y','INTERNAL'
'N','110C74','Paraglider','JoergH','JHa','Y','Y','INTERNAL'
'F','110C7E','Paraglider','Juergen','JM1','Y','Y','INTERNAL'
'F','110CA7','Paraglider','Carsten','CHo','Y','Y','INTERNAL'
'F','110CC8','Paraglider','D-MXLT','','Y','Y','INTERNAL'
'F','110CE2','Paraglider','nfedera','NRB','Y','Y','INTERNAL'
'N','110CF0','Paraglider','P.Pan','','Y','Y','INTERNAL'
'F','110D0C','Paraglider','50317','BRN','Y','Y','INTERNAL'
'F','110D1C','HangGlider','Andy','AK','Y','Y','INTERNAL'
'F','110D3F','Paraglider','FRG','','Y','Y','INTERNAL'
'N','110D40','Paraglider','SilvKop','SKo','Y','Y','INTERNAL'
'F','110D46','Paraglider','Richard','UlR','Y','Y','INTERNAL'
'N','110D4B','Paraglider','Pascal','PCR','Y','Y','INTERNAL'
'F','110D50','Paraglider','STJE','STJ','Y','Y','INTERNAL'
'F','110D52','Paraglider','Martin','ML','Y','Y','INTERNAL'
'F','110D54','HangGlider','DannyK','DKo','Y','Y','INTERNAL'
'F','110D5E','Paraglider','Norbert','nor','Y','Y','INTERNAL'
'N','110D62','Paraglider','Rolf','RHa','Y','Y','INTERNAL'
'F','110D69','Paraglider','44419','AC','Y','Y','INTERNAL'
'F','110D75','Paraglider','R-741','','Y','Y','INTERNAL'
'N','110D87','HangGlider','SHV5569','','Y','Y','INTERNAL'
'N','110D8A','Paraglider','Dennis','DaD','Y','Y','INTERNAL'
'F','110D8F','Paraglider','25863','52','Y','Y','INTERNAL'
'F','110D96','Paraglider','A.Eisen','EiA','Y','Y','INTERNAL'
'F','110D97','Paraglider','ThomasT','THT','Y','Y','INTERNAL'
'F','110D9B','Paraglider','Peda','pwa','Y','Y','INTERNAL'
'F','110DA4','Paraglider','Suckert','KSU','Y','Y','INTERNAL'
'F','110DAB','Paraglider','36171','AGA','Y','Y','INTERNAL'
'N','110E01','Paraglider','Koertge','CK','Y','Y','INTERNAL'
'F','110E05','Paraglider','BGenz','BG','Y','Y','INTERNAL'
'F','110E0A','Paraglider','Alex','ALF','Y','Y','INTERNAL'
'F','110E0E','Paraglider','MatzeH','mho','Y','Y','INTERNAL'
'F','110E22','Paraglider','Wenger','RWE','Y','Y','INTERNAL'
'N','110E24','Paraglider','AnBi','','Y','Y','INTERNAL'
'F','110E2E','Paraglider','37770','','Y','Y','INTERNAL'
'F','110E2F','Paraglider','56852','Sam','Y','Y','INTERNAL'
'F','110E36','HangGlider','Stoni','StS','Y','N','INTERNAL'
'F','110E37','Paraglider','22716','','Y','Y','INTERNAL'
'F','110E3F','Paraglider','Alex','ASC','Y','Y','INTERNAL'
'F','110E48','Paraglider','PatPiso','PiP','Y','Y','INTERNAL'
'F','110E4B','Paraglider','R-762','Los','Y','Y','INTERNAL'
'N','110E63','Paraglider','Ziegler','And','Y','Y','INTERNAL'
'F','110E78','Paraglider','CH50024','AnB','Y','Y','INTERNAL'
'F','110E88','Paraglider','Michael','MS','Y','Y','INTERNAL'
'F','110E95','Paraglider','Achim','AB','Y','Y','INTERNAL'
'F','110E99','Paraglider','Marcus','MHe','Y','Y','INTERNAL'
'F','110EB3','Paraglider','Marko','','Y','Y','INTERNAL'
